



L1_CACHE_SIZE:32 , L2_CACHE_SIZE:32 	(T:8,IN:0,BO:0)	(T:8,IN:0,BO:0)
================================

MODIFY	:  202	 	 TAG: 11001010(202)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:768 
READ	:   28	 	 TAG: 00011100( 28)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:767 
WRITE	:   15	 	 TAG: 00001111( 15)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:766 
READ	:  214	 	 TAG: 11010110(214)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:765 
WRITE	:   80	 	 TAG: 01010000( 80)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:764 
READ	:    8	 	 TAG: 00001000(  8)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:763 
MODIFY	:  151	 	 TAG: 10010111(151)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:762 
MODIFY	:   85	 	 TAG: 01010101( 85)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:761 
MODIFY	:   21	 	 TAG: 00010101( 21)			MISS:	CAPACITY	REPLACE:( 59)		CYCLES:10 	AGE:96 
MODIFY	:  163	 	 TAG: 10100011(163)			MISS:	CAPACITY	REPLACE:( 38)		CYCLES:10 	AGE:95 
READ	:  232	 	 TAG: 11101000(232)			MISS:	CAPACITY	REPLACE:( 68)		CYCLES:10 	AGE:94 
WRITE	:  188	 	 TAG: 10111100(188)			MISS:	CAPACITY	REPLACE:(  7)		CYCLES:21 	AGE:93 
READ	:  195	 	 TAG: 11000011(195)			MISS:	CAPACITY	REPLACE:(190)		CYCLES:10 	AGE:92 
MODIFY	:   13	 	 TAG: 00001101( 13)			MISS:	CAPACITY	REPLACE:(  1)		CYCLES:10 	AGE:91 
WRITE	:  229	 	 TAG: 11100101(229)			MISS:	CAPACITY	REPLACE:( 91)		CYCLES:21 	AGE:90 
MODIFY	:  223	 	 TAG: 11011111(223)			MISS:	CAPACITY	REPLACE:( 20)		CYCLES:10 	AGE:89 
MODIFY	:  187	 	 TAG: 10111011(187)			MISS:	CAPACITY	REPLACE:( 21)		CYCLES:10 	AGE:88 
MODIFY	:  224	 	 TAG: 11100000(224)			MISS:	CAPACITY	REPLACE:(163)		CYCLES:10 	AGE:87 
WRITE	:    7	 	 TAG: 00000111(  7)			L2_HIT									CYCLES:12 	AGE:94 
MODIFY	:  233	 	 TAG: 11101001(233)			MISS:	CAPACITY	REPLACE:(232)		CYCLES:10 	AGE:85 
WRITE	:   88	 	 TAG: 01011000( 88)			MISS:	CAPACITY	REPLACE:(188)		CYCLES:21 	AGE:84 
WRITE	:  170	 	 TAG: 10101010(170)			MISS:	CAPACITY	REPLACE:(195)		CYCLES:21 	AGE:83 
READ	:   61	 	 TAG: 00111101( 61)			MISS:	CAPACITY	REPLACE:( 13)		CYCLES:10 	AGE:82 
READ	:  188	 	 TAG: 10111100(188)			L2_HIT									CYCLES:3 	AGE:90 
WRITE	:   88	 	 TAG: 01011000( 88)			HIT										CYCLES:5 	AGE:80 
MODIFY	:   48	 	 TAG: 00110000( 48)			MISS:	CAPACITY	REPLACE:(229)		CYCLES:10 	AGE:79 
WRITE	:   67	 	 TAG: 01000011( 67)			MISS:	CAPACITY	REPLACE:(223)		CYCLES:21 	AGE:78 
MODIFY	:    9	 	 TAG: 00001001(  9)			MISS:	CAPACITY	REPLACE:(187)		CYCLES:10 	AGE:77 
READ	:    0	 	 TAG: 00000000(  0)			MISS:	CAPACITY	REPLACE:(224)		CYCLES:10 	AGE:76 
READ	:   73	 	 TAG: 01001001( 73)			MISS:	CAPACITY	REPLACE:(233)		CYCLES:10 	AGE:75 
READ	:   42	 	 TAG: 00101010( 42)			MISS:	CAPACITY	REPLACE:(170)		CYCLES:10 	AGE:74 
READ	:  197	 	 TAG: 11000101(197)			MISS:	CAPACITY	REPLACE:( 61)		CYCLES:10 	AGE:73 
READ	:  165	 	 TAG: 10100101(165)			MISS:	CAPACITY	REPLACE:( 88)		CYCLES:10 	AGE:72 
READ	:  231	 	 TAG: 11100111(231)			MISS:	CAPACITY	REPLACE:( 48)		CYCLES:10 	AGE:71 
WRITE	:   15	 	 TAG: 00001111( 15)			MISS:	CAPACITY	REPLACE:( 67)		CYCLES:21 	AGE:70 
READ	:  164	 	 TAG: 10100100(164)			MISS:	CAPACITY	REPLACE:(  9)		CYCLES:10 	AGE:69 
WRITE	:   18	 	 TAG: 00010010( 18)			MISS:	CAPACITY	REPLACE:(  0)		CYCLES:21 	AGE:68 
WRITE	:  221	 	 TAG: 11011101(221)			MISS:	CAPACITY	REPLACE:( 73)		CYCLES:21 	AGE:67 
READ	:   45	 	 TAG: 00101101( 45)			MISS:	CAPACITY	REPLACE:( 42)		CYCLES:10 	AGE:66 
MODIFY	:  154	 	 TAG: 10011010(154)			MISS:	CAPACITY	REPLACE:(197)		CYCLES:10 	AGE:65 
WRITE	:   31	 	 TAG: 00011111( 31)			MISS:	CAPACITY	REPLACE:(165)		CYCLES:21 	AGE:64 
MODIFY	:  227	 	 TAG: 11100011(227)			MISS:	CAPACITY	REPLACE:(231)		CYCLES:10 	AGE:63 
READ	:  169	 	 TAG: 10101001(169)			MISS:	CAPACITY	REPLACE:( 15)		CYCLES:10 	AGE:62 
MODIFY	:   12	 	 TAG: 00001100( 12)			MISS:	CAPACITY	REPLACE:(164)		CYCLES:10 	AGE:61 
MODIFY	:  217	 	 TAG: 11011001(217)			MISS:	CAPACITY	REPLACE:( 18)		CYCLES:10 	AGE:60 
MODIFY	:  150	 	 TAG: 10010110(150)			MISS:	CAPACITY	REPLACE:(221)		CYCLES:10 	AGE:59 
MODIFY	:  214	 	 TAG: 11010110(214)			MISS:	CAPACITY	REPLACE:( 45)		CYCLES:10 	AGE:58 
READ	:  127	 	 TAG: 01111111(127)			MISS:	CAPACITY	REPLACE:(154)		CYCLES:10 	AGE:57 
WRITE	:  131	 	 TAG: 10000011(131)			MISS:	CAPACITY	REPLACE:( 31)		CYCLES:21 	AGE:56 
WRITE	:  229	 	 TAG: 11100101(229)			VICTIM_HIT								CYCLES:20 	AGE:63 
WRITE	:   32	 	 TAG: 00100000( 32)			MISS:	CAPACITY	REPLACE:(227)		CYCLES:21 	AGE:54 
WRITE	:    8	 	 TAG: 00001000(  8)			MISS:	CAPACITY	REPLACE:(169)		CYCLES:21 	AGE:53 
MODIFY	:   83	 	 TAG: 01010011( 83)			MISS:	CAPACITY	REPLACE:( 12)		CYCLES:10 	AGE:52 
WRITE	:  242	 	 TAG: 11110010(242)			MISS:	CAPACITY	REPLACE:(217)		CYCLES:21 	AGE:51 
MODIFY	:  112	 	 TAG: 01110000(112)			MISS:	CAPACITY	REPLACE:(150)		CYCLES:10 	AGE:50 
WRITE	:   59	 	 TAG: 00111011( 59)			MISS:	CAPACITY	REPLACE:(214)		CYCLES:21 	AGE:49 
READ	:  164	 	 TAG: 10100100(164)			MISS:	CAPACITY	REPLACE:(127)		CYCLES:10 	AGE:48 
READ	:   51	 	 TAG: 00110011( 51)			MISS:	CAPACITY	REPLACE:(131)		CYCLES:10 	AGE:47 
READ	:  169	 	 TAG: 10101001(169)			L2_HIT									CYCLES:3 	AGE:54 
WRITE	:   95	 	 TAG: 01011111( 95)			MISS:	CAPACITY	REPLACE:( 32)		CYCLES:21 	AGE:45 
MODIFY	:  140	 	 TAG: 10001100(140)			MISS:	CAPACITY	REPLACE:(  8)		CYCLES:10 	AGE:44 
MODIFY	:    7	 	 TAG: 00000111(  7)			MISS:	CAPACITY	REPLACE:( 83)		CYCLES:10 	AGE:43 
READ	:  245	 	 TAG: 11110101(245)			MISS:	CAPACITY	REPLACE:(242)		CYCLES:10 	AGE:42 
MODIFY	:  197	 	 TAG: 11000101(197)			MISS:	CAPACITY	REPLACE:(112)		CYCLES:10 	AGE:41 
READ	:  167	 	 TAG: 10100111(167)			MISS:	CAPACITY	REPLACE:( 59)		CYCLES:10 	AGE:40 
READ	:  242	 	 TAG: 11110010(242)			L2_HIT									CYCLES:3 	AGE:48 
MODIFY	:  169	 	 TAG: 10101001(169)			MISS:	CAPACITY	REPLACE:(164)		CYCLES:10 	AGE:38 
WRITE	:   20	 	 TAG: 00010100( 20)			VICTIM_HIT								CYCLES:20 	AGE:47 
WRITE	:  108	 	 TAG: 01101100(108)			MISS:	CAPACITY	REPLACE:( 51)		CYCLES:21 	AGE:36 
MODIFY	:   25	 	 TAG: 00011001( 25)			MISS:	CAPACITY	REPLACE:( 95)		CYCLES:10 	AGE:35 
WRITE	:  158	 	 TAG: 10011110(158)			MISS:	CAPACITY	REPLACE:(140)		CYCLES:21 	AGE:34 
WRITE	:  201	 	 TAG: 11001001(201)			MISS:	CAPACITY	REPLACE:(  7)		CYCLES:21 	AGE:33 
MODIFY	:   26	 	 TAG: 00011010( 26)			MISS:	CAPACITY	REPLACE:(245)		CYCLES:10 	AGE:32 
READ	:   53	 	 TAG: 00110101( 53)			MISS:	CAPACITY	REPLACE:(197)		CYCLES:10 	AGE:31 
READ	:  190	 	 TAG: 10111110(190)			MISS:	CAPACITY	REPLACE:(167)		CYCLES:10 	AGE:30 
WRITE	:   83	 	 TAG: 01010011( 83)			MISS:	CAPACITY	REPLACE:(169)		CYCLES:21 	AGE:29 
WRITE	:   21	 	 TAG: 00010101( 21)			MISS:	CAPACITY	REPLACE:(108)		CYCLES:21 	AGE:28 
MODIFY	:   57	 	 TAG: 00111001( 57)			MISS:	CAPACITY	REPLACE:( 25)		CYCLES:10 	AGE:27 
WRITE	:  179	 	 TAG: 10110011(179)			MISS:	CAPACITY	REPLACE:(158)		CYCLES:21 	AGE:26 
MODIFY	:  125	 	 TAG: 01111101(125)			MISS:	CAPACITY	REPLACE:(201)		CYCLES:10 	AGE:25 
READ	:  152	 	 TAG: 10011000(152)			MISS:	CAPACITY	REPLACE:( 26)		CYCLES:10 	AGE:24 
WRITE	:  156	 	 TAG: 10011100(156)			MISS:	CAPACITY	REPLACE:( 53)		CYCLES:21 	AGE:23 
WRITE	:   35	 	 TAG: 00100011( 35)			MISS:	CAPACITY	REPLACE:(190)		CYCLES:21 	AGE:22 
WRITE	:   68	 	 TAG: 01000100( 68)			MISS:	CAPACITY	REPLACE:( 83)		CYCLES:21 	AGE:21 
MODIFY	:  208	 	 TAG: 11010000(208)			MISS:	CAPACITY	REPLACE:( 21)		CYCLES:10 	AGE:20 
WRITE	:   86	 	 TAG: 01010110( 86)			MISS:	CAPACITY	REPLACE:( 57)		CYCLES:21 	AGE:19 
READ	:   76	 	 TAG: 01001100( 76)			MISS:	CAPACITY	REPLACE:(179)		CYCLES:10 	AGE:18 
WRITE	:   47	 	 TAG: 00101111( 47)			MISS:	CAPACITY	REPLACE:(125)		CYCLES:21 	AGE:17 
READ	:  142	 	 TAG: 10001110(142)			MISS:	CAPACITY	REPLACE:(152)		CYCLES:10 	AGE:16 
MODIFY	:   80	 	 TAG: 01010000( 80)			MISS:	CAPACITY	REPLACE:(156)		CYCLES:10 	AGE:15 
WRITE	:  116	 	 TAG: 01110100(116)			MISS:	CAPACITY	REPLACE:( 35)		CYCLES:21 	AGE:14 
READ	:    4	 	 TAG: 00000100(  4)			MISS:	CAPACITY	REPLACE:( 68)		CYCLES:10 	AGE:13 
MODIFY	:  186	 	 TAG: 10111010(186)			MISS:	CAPACITY	REPLACE:(208)		CYCLES:10 	AGE:12 
MODIFY	:   87	 	 TAG: 01010111( 87)			MISS:	CAPACITY	REPLACE:( 86)		CYCLES:10 	AGE:11 
READ	:  235	 	 TAG: 11101011(235)			MISS:	CAPACITY	REPLACE:( 76)		CYCLES:10 	AGE:10 
MODIFY	:  132	 	 TAG: 10000100(132)			MISS:	CAPACITY	REPLACE:( 47)		CYCLES:10 	AGE:9 
MODIFY	:    6	 	 TAG: 00000110(  6)			MISS:	CAPACITY	REPLACE:(142)		CYCLES:10 	AGE:8 
READ	:  115	 	 TAG: 01110011(115)			MISS:	CAPACITY	REPLACE:( 80)		CYCLES:10 	AGE:7 
MODIFY	:  106	 	 TAG: 01101010(106)			MISS:	CAPACITY	REPLACE:(116)		CYCLES:10 	AGE:6 
READ	:  137	 	 TAG: 10001001(137)			MISS:	CAPACITY	REPLACE:(  4)		CYCLES:10 	AGE:5 
WRITE	:   21	 	 TAG: 00010101( 21)			VICTIM_HIT								CYCLES:20 	AGE:12 
WRITE	:  237	 	 TAG: 11101101(237)			MISS:	CAPACITY	REPLACE:(186)		CYCLES:21 	AGE:3 
WRITE	:  192	 	 TAG: 11000000(192)			MISS:	CAPACITY	REPLACE:( 87)		CYCLES:21 	AGE:2 
READ	:  171	 	 TAG: 10101011(171)			MISS:	CAPACITY	REPLACE:(235)		CYCLES:10 	AGE:1 




L1_CACHE_SIZE:64 , L2_CACHE_SIZE:64 	(T:8,IN:0,BO:0)	(T:8,IN:0,BO:0)
================================

MODIFY	:  202	 	 TAG: 11001010(202)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:768 
READ	:   28	 	 TAG: 00011100( 28)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:767 
WRITE	:   15	 	 TAG: 00001111( 15)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:766 
READ	:  214	 	 TAG: 11010110(214)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:765 
WRITE	:   80	 	 TAG: 01010000( 80)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:764 
READ	:    8	 	 TAG: 00001000(  8)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:763 
MODIFY	:  151	 	 TAG: 10010111(151)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:762 
MODIFY	:   85	 	 TAG: 01010101( 85)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:761 
READ	:  243	 	 TAG: 11110011(243)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:760 
WRITE	:   84	 	 TAG: 01010100( 84)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:759 
READ	:  211	 	 TAG: 11010011(211)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:758 
WRITE	:   89	 	 TAG: 01011001( 89)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:757 
WRITE	:  189	 	 TAG: 10111101(189)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:756 
MODIFY	:   64	 	 TAG: 01000000( 64)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:755 
READ	:  244	 	 TAG: 11110100(244)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:754 
MODIFY	:   89	 	 TAG: 01011001( 89)			HIT										CYCLES:1 	AGE:757 
MODIFY	:  137	 	 TAG: 10001001(137)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:752 
WRITE	:   58	 	 TAG: 00111010( 58)			MISS:	CAPACITY	REPLACE:(202)		CYCLES:21 	AGE:751 
READ	:  239	 	 TAG: 11101111(239)			MISS:	CAPACITY	REPLACE:( 28)		CYCLES:10 	AGE:750 
WRITE	:  159	 	 TAG: 10011111(159)			MISS:	CAPACITY	REPLACE:( 15)		CYCLES:21 	AGE:749 
WRITE	:  179	 	 TAG: 10110011(179)			MISS:	CAPACITY	REPLACE:(214)		CYCLES:21 	AGE:748 
READ	:   68	 	 TAG: 01000100( 68)			MISS:	CAPACITY	REPLACE:( 80)		CYCLES:10 	AGE:747 
WRITE	:  184	 	 TAG: 10111000(184)			MISS:	CAPACITY	REPLACE:(  8)		CYCLES:21 	AGE:746 
READ	:    4	 	 TAG: 00000100(  4)			MISS:	CAPACITY	REPLACE:(151)		CYCLES:10 	AGE:745 
WRITE	:  205	 	 TAG: 11001101(205)			MISS:	CAPACITY	REPLACE:( 85)		CYCLES:21 	AGE:744 
MODIFY	:    3	 	 TAG: 00000011(  3)			MISS:	CAPACITY	REPLACE:(243)		CYCLES:10 	AGE:743 
MODIFY	:  180	 	 TAG: 10110100(180)			MISS:	CAPACITY	REPLACE:( 84)		CYCLES:10 	AGE:742 
MODIFY	:  166	 	 TAG: 10100110(166)			MISS:	CAPACITY	REPLACE:(211)		CYCLES:10 	AGE:741 
READ	:  108	 	 TAG: 01101100(108)			MISS:	CAPACITY	REPLACE:( 89)		CYCLES:10 	AGE:740 
WRITE	:   66	 	 TAG: 01000010( 66)			MISS:	CAPACITY	REPLACE:(189)		CYCLES:21 	AGE:739 
MODIFY	:   91	 	 TAG: 01011011( 91)			MISS:	CAPACITY	REPLACE:( 64)		CYCLES:10 	AGE:738 
READ	:  190	 	 TAG: 10111110(190)			MISS:	CAPACITY	REPLACE:(244)		CYCLES:10 	AGE:737 
MODIFY	:   29	 	 TAG: 00011101( 29)			MISS:	CAPACITY	REPLACE:(137)		CYCLES:10 	AGE:736 
MODIFY	:  113	 	 TAG: 01110001(113)			MISS:	CAPACITY	REPLACE:( 58)		CYCLES:10 	AGE:735 
READ	:  222	 	 TAG: 11011110(222)			MISS:	CAPACITY	REPLACE:(239)		CYCLES:10 	AGE:734 
WRITE	:   90	 	 TAG: 01011010( 90)			MISS:	CAPACITY	REPLACE:(159)		CYCLES:21 	AGE:733 
WRITE	:  165	 	 TAG: 10100101(165)			MISS:	CAPACITY	REPLACE:(179)		CYCLES:21 	AGE:732 
WRITE	:  166	 	 TAG: 10100110(166)			HIT										CYCLES:5 	AGE:731 
MODIFY	:  110	 	 TAG: 01101110(110)			MISS:	CAPACITY	REPLACE:( 68)		CYCLES:10 	AGE:730 
READ	:  142	 	 TAG: 10001110(142)			MISS:	CAPACITY	REPLACE:(184)		CYCLES:10 	AGE:729 
MODIFY	:   97	 	 TAG: 01100001( 97)			MISS:	CAPACITY	REPLACE:(  4)		CYCLES:10 	AGE:728 
READ	:  223	 	 TAG: 11011111(223)			MISS:	CAPACITY	REPLACE:(205)		CYCLES:10 	AGE:727 
WRITE	:  226	 	 TAG: 11100010(226)			MISS:	CAPACITY	REPLACE:(  3)		CYCLES:21 	AGE:726 
MODIFY	:   75	 	 TAG: 01001011( 75)			MISS:	CAPACITY	REPLACE:(180)		CYCLES:10 	AGE:725 
MODIFY	:  167	 	 TAG: 10100111(167)			MISS:	CAPACITY	REPLACE:(108)		CYCLES:10 	AGE:724 
WRITE	:  236	 	 TAG: 11101100(236)			MISS:	CAPACITY	REPLACE:( 66)		CYCLES:21 	AGE:723 
MODIFY	:   81	 	 TAG: 01010001( 81)			MISS:	CAPACITY	REPLACE:( 91)		CYCLES:10 	AGE:722 
READ	:   58	 	 TAG: 00111010( 58)			VICTIM_HIT								CYCLES:6 	AGE:737 
MODIFY	:  212	 	 TAG: 11010100(212)			MISS:	CAPACITY	REPLACE:(190)		CYCLES:10 	AGE:720 
MODIFY	:  181	 	 TAG: 10110101(181)			MISS:	CAPACITY	REPLACE:( 29)		CYCLES:10 	AGE:719 
WRITE	:  243	 	 TAG: 11110011(243)			MISS:	CAPACITY	REPLACE:(113)		CYCLES:21 	AGE:718 
MODIFY	:   44	 	 TAG: 00101100( 44)			MISS:	CAPACITY	REPLACE:(222)		CYCLES:10 	AGE:717 
WRITE	:  132	 	 TAG: 10000100(132)			MISS:	CAPACITY	REPLACE:( 90)		CYCLES:21 	AGE:716 
READ	:    6	 	 TAG: 00000110(  6)			MISS:	CAPACITY	REPLACE:(165)		CYCLES:10 	AGE:715 
READ	:  250	 	 TAG: 11111010(250)			MISS:	CAPACITY	REPLACE:(166)		CYCLES:10 	AGE:714 
WRITE	:  106	 	 TAG: 01101010(106)			MISS:	CAPACITY	REPLACE:(110)		CYCLES:21 	AGE:713 
MODIFY	:   94	 	 TAG: 01011110( 94)			MISS:	CAPACITY	REPLACE:(142)		CYCLES:10 	AGE:712 
MODIFY	:  242	 	 TAG: 11110010(242)			MISS:	CAPACITY	REPLACE:( 97)		CYCLES:10 	AGE:711 
WRITE	:  177	 	 TAG: 10110001(177)			MISS:	CAPACITY	REPLACE:(223)		CYCLES:21 	AGE:710 
READ	:   82	 	 TAG: 01010010( 82)			MISS:	CAPACITY	REPLACE:(226)		CYCLES:10 	AGE:709 
WRITE	:   48	 	 TAG: 00110000( 48)			MISS:	CAPACITY	REPLACE:( 75)		CYCLES:21 	AGE:708 
READ	:   53	 	 TAG: 00110101( 53)			MISS:	CAPACITY	REPLACE:(167)		CYCLES:10 	AGE:707 
READ	:  177	 	 TAG: 10110001(177)			HIT										CYCLES:1 	AGE:710 
READ	:  212	 	 TAG: 11010100(212)			HIT										CYCLES:1 	AGE:720 
WRITE	:  237	 	 TAG: 11101101(237)			MISS:	CAPACITY	REPLACE:(236)		CYCLES:21 	AGE:704 
READ	:  113	 	 TAG: 01110001(113)			MISS:	CAPACITY	REPLACE:( 81)		CYCLES:10 	AGE:703 
WRITE	:   42	 	 TAG: 00101010( 42)			MISS:	CAPACITY	REPLACE:(212)		CYCLES:21 	AGE:702 
MODIFY	:    3	 	 TAG: 00000011(  3)			MISS:	CAPACITY	REPLACE:(181)		CYCLES:10 	AGE:701 
READ	:  204	 	 TAG: 11001100(204)			MISS:	CAPACITY	REPLACE:(243)		CYCLES:10 	AGE:700 
MODIFY	:   79	 	 TAG: 01001111( 79)			MISS:	CAPACITY	REPLACE:( 44)		CYCLES:10 	AGE:699 
WRITE	:  188	 	 TAG: 10111100(188)			MISS:	CAPACITY	REPLACE:(132)		CYCLES:21 	AGE:698 
MODIFY	:   59	 	 TAG: 00111011( 59)			MISS:	CAPACITY	REPLACE:(  6)		CYCLES:10 	AGE:697 
WRITE	:  110	 	 TAG: 01101110(110)			MISS:	CAPACITY	REPLACE:(250)		CYCLES:21 	AGE:696 
READ	:  135	 	 TAG: 10000111(135)			MISS:	CAPACITY	REPLACE:(106)		CYCLES:10 	AGE:695 
WRITE	:  229	 	 TAG: 11100101(229)			MISS:	CAPACITY	REPLACE:( 94)		CYCLES:21 	AGE:694 
WRITE	:   32	 	 TAG: 00100000( 32)			MISS:	CAPACITY	REPLACE:(242)		CYCLES:21 	AGE:693 
WRITE	:  248	 	 TAG: 11111000(248)			MISS:	CAPACITY	REPLACE:(177)		CYCLES:21 	AGE:692 
WRITE	:   96	 	 TAG: 01100000( 96)			MISS:	CAPACITY	REPLACE:( 82)		CYCLES:21 	AGE:691 
READ	:  210	 	 TAG: 11010010(210)			MISS:	CAPACITY	REPLACE:( 48)		CYCLES:10 	AGE:690 
READ	:    1	 	 TAG: 00000001(  1)			MISS:	CAPACITY	REPLACE:( 53)		CYCLES:10 	AGE:689 
MODIFY	:   33	 	 TAG: 00100001( 33)			MISS:	CAPACITY	REPLACE:(237)		CYCLES:10 	AGE:688 
READ	:   51	 	 TAG: 00110011( 51)			MISS:	CAPACITY	REPLACE:(113)		CYCLES:10 	AGE:687 
READ	:  239	 	 TAG: 11101111(239)			MISS:	CAPACITY	REPLACE:( 42)		CYCLES:10 	AGE:686 
READ	:  135	 	 TAG: 10000111(135)			HIT										CYCLES:1 	AGE:695 
WRITE	:   16	 	 TAG: 00010000( 16)			MISS:	CAPACITY	REPLACE:(  3)		CYCLES:21 	AGE:684 
READ	:  240	 	 TAG: 11110000(240)			MISS:	CAPACITY	REPLACE:(204)		CYCLES:10 	AGE:683 
READ	:  239	 	 TAG: 11101111(239)			HIT										CYCLES:1 	AGE:686 
MODIFY	:  153	 	 TAG: 10011001(153)			MISS:	CAPACITY	REPLACE:( 79)		CYCLES:10 	AGE:681 
MODIFY	:  189	 	 TAG: 10111101(189)			MISS:	CAPACITY	REPLACE:(188)		CYCLES:10 	AGE:680 
WRITE	:  233	 	 TAG: 11101001(233)			MISS:	CAPACITY	REPLACE:( 59)		CYCLES:21 	AGE:679 
READ	:  118	 	 TAG: 01110110(118)			MISS:	CAPACITY	REPLACE:(110)		CYCLES:10 	AGE:678 
MODIFY	:  209	 	 TAG: 11010001(209)			MISS:	CAPACITY	REPLACE:(135)		CYCLES:10 	AGE:677 
READ	:  236	 	 TAG: 11101100(236)			VICTIM_HIT								CYCLES:6 	AGE:694 
MODIFY	:   21	 	 TAG: 00010101( 21)			MISS:	CAPACITY	REPLACE:(229)		CYCLES:10 	AGE:675 
READ	:  128	 	 TAG: 10000000(128)			MISS:	CAPACITY	REPLACE:( 32)		CYCLES:10 	AGE:674 
MODIFY	:   43	 	 TAG: 00101011( 43)			MISS:	CAPACITY	REPLACE:(248)		CYCLES:10 	AGE:673 
WRITE	:   84	 	 TAG: 01010100( 84)			MISS:	CAPACITY	REPLACE:( 96)		CYCLES:21 	AGE:672 
MODIFY	:  172	 	 TAG: 10101100(172)			MISS:	CAPACITY	REPLACE:(210)		CYCLES:10 	AGE:671 
READ	:  199	 	 TAG: 11000111(199)			MISS:	CAPACITY	REPLACE:(  1)		CYCLES:10 	AGE:670 
MODIFY	:  224	 	 TAG: 11100000(224)			MISS:	CAPACITY	REPLACE:( 33)		CYCLES:10 	AGE:669 
MODIFY	:   62	 	 TAG: 00111110( 62)			MISS:	CAPACITY	REPLACE:( 51)		CYCLES:10 	AGE:668 
READ	:  209	 	 TAG: 11010001(209)			HIT										CYCLES:1 	AGE:677 
READ	:  221	 	 TAG: 11011101(221)			MISS:	CAPACITY	REPLACE:(239)		CYCLES:10 	AGE:666 
WRITE	:   87	 	 TAG: 01010111( 87)			MISS:	CAPACITY	REPLACE:( 16)		CYCLES:21 	AGE:665 
MODIFY	:   27	 	 TAG: 00011011( 27)			MISS:	CAPACITY	REPLACE:(240)		CYCLES:10 	AGE:664 
READ	:   49	 	 TAG: 00110001( 49)			MISS:	CAPACITY	REPLACE:(153)		CYCLES:10 	AGE:663 
WRITE	:  233	 	 TAG: 11101001(233)			HIT										CYCLES:5 	AGE:662 
READ	:  222	 	 TAG: 11011110(222)			MISS:	CAPACITY	REPLACE:(189)		CYCLES:10 	AGE:661 
MODIFY	:   49	 	 TAG: 00110001( 49)			HIT										CYCLES:1 	AGE:663 
MODIFY	:  201	 	 TAG: 11001001(201)			MISS:	CAPACITY	REPLACE:(118)		CYCLES:10 	AGE:659 
WRITE	:   41	 	 TAG: 00101001( 41)			MISS:	CAPACITY	REPLACE:(209)		CYCLES:21 	AGE:658 
READ	:   99	 	 TAG: 01100011( 99)			MISS:	CAPACITY	REPLACE:( 21)		CYCLES:10 	AGE:657 
MODIFY	:   26	 	 TAG: 00011010( 26)			MISS:	CAPACITY	REPLACE:(128)		CYCLES:10 	AGE:656 
MODIFY	:  223	 	 TAG: 11011111(223)			MISS:	CAPACITY	REPLACE:( 43)		CYCLES:10 	AGE:655 
WRITE	:   70	 	 TAG: 01000110( 70)			MISS:	CAPACITY	REPLACE:( 84)		CYCLES:21 	AGE:654 
MODIFY	:  159	 	 TAG: 10011111(159)			MISS:	CAPACITY	REPLACE:(172)		CYCLES:10 	AGE:653 
MODIFY	:  153	 	 TAG: 10011001(153)			MISS:	CAPACITY	REPLACE:(199)		CYCLES:10 	AGE:652 
READ	:  120	 	 TAG: 01111000(120)			MISS:	CAPACITY	REPLACE:(224)		CYCLES:10 	AGE:651 
READ	:  155	 	 TAG: 10011011(155)			MISS:	CAPACITY	REPLACE:( 62)		CYCLES:10 	AGE:650 
WRITE	:    5	 	 TAG: 00000101(  5)			MISS:	CAPACITY	REPLACE:(221)		CYCLES:21 	AGE:649 
